26,おーきーてーるーひーとー
27,淡々としすぎてるせいでテンション上がって ふっふぉwwwwwwwwひぁwwwwｫｫｵｵﾌwwwwwwwwwwwwやはっwwwwやはばぁwwww って1人笑ってると「とくのさんがきもい！！気持ち悪い！！」ってふぁみさんにすら引かれるという落差が
28,ひげよすって奴とカバルっていう奴は特に許せねえ！！ぜってえ許せねえ！！あの笑い声が今も聞こえる！！！！ブラッドボーンでころそ
29,寝落ちから戻ってきたらめぐちゃんがとうらぶ始めてた、おかえり( ˇωˇ )
30,@koara_888 めぉ？
31,ノドいてえって思いながら休日だからめっちょ歌ってたらノドパチンコチンに腫れてきた
32,@c___407 トプ画をみて→みゆうて感じ 好きか嫌いか→スキ〜〜 電話できるか→お！してみたい！ あそびたいか→遊びたいな〜〜 LINE交換出来るか→できる 家族にするなら→いとこ 最後に一言→今年はもっと絡むぞ #/RTしたひとにやる
33,これなにもみずにきおくだけでかいたわりにはよくかけてるとおもう http://t.co/Kyasxlqkxq
34,@m31kittylove みとくよw
35,このみで高まってたらレイプされた
36,@pyonko_sx それはよかった！！！！！ おつかれさま！！！！
37,ブログを更新しました。 『名古屋・まんさく特別』 ⇒ http://t.co/yWqioFGlqF
38,楽しかったー やっぱ頼れるは同期！マチガイナイ！ 最後ラーメン屋でのおじさま方との絡みは とっても面白かったでーーーす さ、明日夜勤ですが、がんばりまーす。 何時に寝れることか。。。 一応、おやたん
39,一瞬、乗っかろうかと思って、踏みとどまってるのが今。笑 “@yoshitakagi_: この人たち人の誕生日祝う気ないよな。笑 http://t.co/0wu2bTbQpR”
40,スマホRPGは今これをやってるよ。今のジョブはこれ！  http://t.co/2QTLrhIwsc ゲーム内プロフィール→  http://t.co/7IfL6xApOn
41,@hinako_ariel 白い系可愛いよね ッ  変に目立たない … 笑笑 ！ . 。 私も白い系  (｡｡)
42,@boffgirl いいこと聞いたよ http://t.co/jzwdNinlj0
43,ぶっちゃけ真は開放されても本当に今更行く意味ないよね
44,@silent_jinro   ですよね！かっこよくてかっこよくて。チップの渋さと毎日ぐるぐる考えて、やっぱこっちって発言してるスタイルも村目で。素白さがねじれのマコトぽいなって。素敵でしたね。ずっとぴけさんに櫻田かっこいいってきゃっきゃしてました
45,レンジャー： ツノマタ「飯はまだか…」 カオル「やだなぁ､わんちゃん。一昨日食べたでしょ？」 ツノマタ「毎日喰わせろ」
46,ていうか清光ちゃんかわいすぎる…やんつんでれ…あかん…あかんやつやこれ…
47,New post: 【パズドラ】 アテナきた  パズドラ始めてから初や  クリアできるかな http://t.co/BYL8cfCRGu
48,@sumitsu91423 それ撮ったらあかんやつや
49,@junpero4696 あの組み合わせ一番好きやなー見てて心がほっこりする(˙˙)
50,5位 てぃーてぃーてぃーてれって てれてぃてぃてぃ〜だれのケツ〜/舞祭組 タイトル、歌詞、メロディ、どこを取ってもインパクトだらけのネタソングのようで、グループ内格差への悲哀や、それでも挫けないし諦めない、何たって幸せだって言い切る強さが強烈なギャップとなり噛み締めたくなる曲。
51,ぱーぽるが寝落ちしやがった
52,人 生 で 異 性 に 間 違 え ら れ た こ と が あ る や つ は R T
53,藍蘭の。。。らんらんるー！！ちゃんねる配信中!!https://t.co/ACQ0Hdgh6f
54,love お肌プループルーしてるのわー please いーちーごーのベッドでー寝てーるーかーらーよっ
55,夜中にシコる・・・いとおかし
56,チッチは大野の昔の画像載せて、「れあだね！」とか言ってるクズ
57,おねがいしんでれらのCDほしい
58,太刀さんを手入に回して寝ます。明日は出かけたいから貧血なおーれ！！（ヒント：二日目）
59,れーじはんは何パ作りたいとかあるん？？
60,ふいー・・・やっと2-4クリアだ  ダイスがほんとでれてくれないの辛い
61,そｗｗｗｗれｗｗｗｗなｗｗｗｗ RT @ichimaru2281 スタバでコミュしょう発揮して終わりなところしか想像できないけどね
62,@kyksny こんばんは、あきら@BigBaang170さん。
63,#DMで来た台詞を恥ずかしがらずにTLで言う 『貴様らに舞い降りる翼はない！』 だニャン！
64,【村川・中村】ラジオ大阪『ボクら劇団Patchです』間もなくはじまります！このあと３時から放送！！是非お聴きくださいね！！#ボクパチ
65,@edakiii うちらなってっから（*_*） やめてよ〜
66,あっとうらぶで錯乱してますが、リプは明日お返ししますのでぇぇぇ
67,鮮花がよーーーーかわいいんだよーーーーー藤乃もよーーーーーかわいいんだよーーーーーー
68,ダークネスタイム あなたとつながる30分間初見、もぐりん、常連大歓迎 ( コメントください 寝落ち枠？ http://t.co/sYZDcf7Tly )
69,よしきてぃのさわり心地ってなんとも言えなくてなんか、落ち着く。
70,4層はP3で詰まりんぐ(´・ω・｀) んんん〜どうしよ(´・ω・｀)
71,@matsuknek メリット、デメリット考えろ言うけど、その天秤にかけるのが難しいんだよねー。 もし、一人暮らししたことないのであれば経験としてはアリとの個人的意見。
72,@masnao7777 なおちゃん、こんばんま☆若干の嫉妬だわ(ｰεｰ)
73,スキー場でインストラクターが「はい、ついてきてね〜あら！どこ行ってるのそっちじゃないわよマサハルくん！」って叫んでていろいろ妄想した
74,@kuromu012 わわわ//////照れるね///
75,@shikisai_bass それがかわいいね！！ ﾀﾞｲｼﾞｮﾌﾞ松姫ちゃんはしっかりものw うんもうちょいしっかりするわ！しっかり者のおじさん・・・あっ あ、やっぱりそういう先生ってどこにでもおるんやww どーかん「革命者め……機械に頼るとは卑怯なり……ちゅうばつ！」
76,@chobi_ma1192 はっはっは、いや、なに、本当のことだからねﾄﾞｯﾄﾞｯﾄﾞﾔｯξ・｀∀・)ξ あ、後で写真送るわw
77,http://t.co/ZpyG7Zzd7t 「しんぐんデストロ?イ！」がアイマスの劇中劇「キサラギ」とのコラボを実施
78,勉強する前にお酒飲んだら集中できるんじゃねって思うやん飲むやんちょっと気持ちよくなるやん音楽聴くやんそーとー気持ちよくなるやん、結論お酒飲んで聴くUVERそーとー高まる最強！
79,わたみさん俺と運交換してくれ
80,333始まったｗｗｗ さいとぅ〜
81,童謡・証城寺の狸囃子(しょうじょうじのたぬきばやし)で有名の、證誠寺は木更津市に実在する。   ちなみに、童謡と実際のお寺で名前が違うのは「うちの和尚様がタヌキと遊ぶなんてするわけねーだろ」というクレームがついたため(といわれる)  #千葉県の豆知識
82,@0818choco おい待てジュラシックパーク乗れないじゃんかよ。無理って言ってもぜった乗せるわわら
83,チャットもほんと楽しかったの…でも声聞いちゃうともう…ねwほんとに、ほんとにうれしいよぉ…。
84,明日7時半には家出らなんとにもう眠気飛んじゃったでも家暗いからとかいう言い訳で勉強するつもりもない
85,携帯おいた瞬間ピコピコ通知きて、俺は全てを察した......
86,@RirikoKaidou ううん、全然いいの。私としては海棠さんが頼ってくれて嬉しかったのよ？
87,提督ぅー  なんかマジ退屈なんだけど  出撃しないの？しゅうううつううううげえええきいいいいっ！！ ※bot
88,@lights000 もうあきらめてるしいいかなって・・・！！！！！！！！！  ほら、個性だし、ぺったん成分なくなったら私を構成する要素の9割ぐらいが消失するだろ？だからいいんだよこのままで！！！
89,@yuichanmanman  しよしよっ！ みんなに会いたすぎるっ(*´ω｀*)
90,おとなしく寝て、あした辺り兄貴とゲーム屋見に行ってみようかな、ボーダーランズ無印やったことないからやってみたいし、新作も受験で買ってなかったからかわないとな
91,太ってるって「百害あって一利なし」見た目醜いわ、服似合わんわ。身体重いし、動かすのがしんどい。余分な汗をかけば、すぐに化粧は落ちるししかも汗臭い。成人病になりやすい。それよりも何より自分が嫌いでネガティブ思考のヤツばっかだし。
92,つーけまつげー、つけまつげー♪♪ http://t.co/sI8CLouGbx
93,@ChromeHeartsK カロリww めずらしいねけちゃ氏から飲むなんて言葉！！！
94,「じゃーんけーん ぽん」「ズコー」「じゃーんけーん ぽん」「あーいこーでしょ！！」 「あーいこーでしょ！！」 「フィーバー！！！」 「ピピピピピピピピピピピピ」「ヤッピー」っていうメダルゲーム。
95,@kimu3kimu3kimu3 博多やんけｗｗ
96,S狙いの時に使うから全然おっけー
97,伊野尾じわじわきてるお ねる
98,おまんこ
99,相互フォローしてくれる人探してます！ブラゲに興味持ってる人だと話が合うかも！？お気軽にフォローしてください！
100,相互フォローしましょ！朝ドラ系の人は居ないかな？お気軽にフォローしてください！
101,法華経の行者は信心に退転無く身に詐親(さしん)無く、一切法華経に其の身を任せて金言の如く修行せば、慥(たし)かに後生は申すに及ばず、今生も息災延命にして勝妙の大果報を得(う)、広宣流布大願をも成就す可きなり。 【祈禱経送状 1357・5】
102,@sana_slr0 いつでも待ってるよーう
103,うひゃぁぁぁぁだー！！！夏菜子ぉぉぉおおおおおおおとええわぁぁあやぁぁいおおおーかわぁぁぁああおぉぉぬぅわぁぁぁぁぁぁ！！！ あぁぁぁぃしてるよー(小声) #明日の練習#LV
104,@YwMiyuchan そんなんゆーても なかなか絡んでくるのまってたりするねんで？爆笑 最近こやんし うざがらみしにいこーか迷っててん笑
105,めんどくせ
106,どうなることかと思ったけど楽しかったなー(*・∀・*)コミュ障すぎてカオナシみたいな反応ばっかしてすいまっせーん！(土下寝)
107,「おいリコ」「な、なに？」「話しかけても反応しねーし」「あ、ご、ごめん」「行くぞ」「あ、青峰くん！助けてくれたお礼にアイス奢るわ」「まじか」「うん」「じゃああそこのコンビにまで走んぞ！」「あ、ちょっとって早！！！」「遅せぇぞリコ！」「ったくアンタに勝てるわけないでしょうが！！」
108,@oomugi2 せや！LIFEってアイスランドやったな！綺麗すぎてこわいな！！
109,みー先輩もやってくでせぇな 肉？ そうです うほうほwww俺、肉w なんか人参がくっついてきやがったぜぃwww
110,@TOS 高1の時にカンナちゃんの動画に一目惚れして、ブログの方で絡んで、Twitterに流れて去年からすごく絡むようになって…あの時からカンナちゃんと絡んでて良かったって本当に思うの。大好きだけど、相互関係なんて簡単じゃないし関係を保つのも難しいことだと思うの。
111,でも乙女みたいなスーパーウィスパーボイスタイムがないし明確なホモ描写も無くて基本的にこっち側を放置だから好き放題な解釈させてくれるのはありがたいかも
112,elsieさん既にいるし、エルをアイの大文字にする苦肉の策に出てしまった・・・
113,ってかさ「つれゲー」にちなみさんとひーちゃんで出演するのどうよ？ 今までのも事務所に括りとかなかったしいけるでしょ？
114,はにわじゃねーし！！！！さにわだし！！
115,【好きの重さ】はテンポの良いラブソングを聞きながら読んでもらえたら嬉しいです！ B1A4の「lonely」とか、BTSの「Miss right」とか、VIXXの「テダナダノ」とか！←最後が本命(笑)
116,@fthjyfg ふぁぁ… 自分も眠くなってきちゃったぞ… おやすみ…ぷろでゅーさー…
117,ひーチャリマイナス一度はつらかった！ しかもサドル凍ってやがんのさ ずっと立ちコギで太ももパンパン(笑)
118,ダイエットの持続の困難さそれぞれの差に起因するダイエット効果の変容によります。
119,@bot_loveloveog ふぁぁ… 自分も眠くなってきちゃったぞ… おやすみ…ぷろでゅーさー…
120,@hankao42 ぬふふふ！
121,明日は大イベントだ いろいろと...ね？笑笑 おやすみなさいぬやしゃ！ http://t.co/YFLQ4KayWu
122,追加してほしい反応語句とかあれば教えてもらえると嬉しいな
123,@m__tkml 全部ファボろうかな笑
124,学校でカップルのいちゃいちゃは当たり前だしキスなんて日常茶飯事だし自分に自信ありすぎて魅力的だしかっこいい逆に日本人自分に自信なさすぎだし自慢したら「なにあいつ」とかなるし主張が少なすぎる。アメリカ人自分のこと自信満々に話すしお互い褒め合うのうまい。複雑な比較だけどこれも文化かな
125,@skmelo1 ぜひ率直に聞いてみて下さいw たぶんですが、仲良くなるとそういう扱いになるんじゃないかな？と思います。笑
126,@kimekapoka なんでわーちゃんが母じゃ無いの？
127,@mmmnttr  replayか！韓国版ならみてた  今日本版みたわかわいい 珍しい髪型かわいい ぬぁぬ… 他の国だったらできる的な？←
128,ごうさん岩手ぼきでアンジュ大会
129,きょーごくいんさんは悩む。
130,@_____10009 あとつくんご。
131,トキヤ「……ッ、ズッ、グス…ッ」音也「ご、ごめん。トキヤにHDにあったバレーアニメ見せたらツボに入ったらしくって泣いちゃって…」トキヤ「うっ、うっ、私もステージにいるみんな味方ですううぅぅぅッ」
132,本日初披露だった Flash Fractal のオリジナル曲1作目！！ 『Fractal Voice』はどうだったかなーーー？？ れみが作曲して、えりちゃんが素敵な歌詞をつけてくれたよ！ #フラフライブ2015 http://t.co/Tfiaazu7jy
133,しなしたいやっさーって言葉を流行らそうw
134,うわああああああいあああああ http://t.co/BTHCgh1SRj
135,お”や”す”み”お”や”す”み”お”や”す”み”お”や”す”み”お”や”す”み””あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ”あ” http://t.co/8JEt6xZ0ii
136,「戦争が終わらないこの世界で」読了。去年NHKオンデマンドで観たんだけど、ドキュメンタリーは本の方が情報が多くて良いです。作られた映像より、写真一発の方が残酷で真実だしなぁ。あ、でも、メインテーマの「明日に架ける橋」は凄い燃えた、、。 http://t.co/Y9yxHxdK0f
137,あ、こんなところでカミングアウトされるんっすね……
138,そのパクツイ(‘-^ )bどこから？ 俺は…お前から(´  ｀)\(‘-'# ) (‘-^ )bあwなwたーwwwのw垢wにw狙wーいwをw決wーwめwてーwwww ＿人人人人人人人人＿   ＞ スパムブロック＜ ￣^Y^Y^Y^Y^Y^Y^Y^￣
139,あきつ丸らくがき http://t.co/WkbiBFL4bg
140,安井くん京本くん神宮寺くんあべべの4人括りなんかバランスよくて好き（笑） http://t.co/gL7jQYchE7
141,@kusuuuo899 ゆきなも今見てるなう
142,妹です！いや、旦那です？！？！ 可愛くて甘やかしてしまう…もはや甘やかすことが生きがい。頑張り屋さんなのでとても心配。幸せにしたい。 とっても繊細で優しい子なんです。だからこその心配だけどね？ 楽しそうにしてると、嬉しくなるのです。 #タグ
143,ウロボロスめちゃ面白いやん
144,ふぁっＱＢ（白目）しかしボカロはどんどん一人歩きしてくな。そろそろキャラや名前知っててもそもそも何のキャラなのか知らん人でてきそう &lt;札幌雪まつりに“まどマギ”の「キュゥべえ」が雪像になって登場！&gt; http://t.co/7jM9D1yazC #niconews
